"","Date","Month","MountainRange","NumIndSheep","TotalNumSheep","Percentvisited","Meannumvisits","sd","year","yday","dayl..s.","prcp..mm.day.","srad..W.m.2.","swe..kg.m.2.","tmax..deg.c.","tmin..deg.c.","vp..Pa.","MeanNDVI","Percentvisiteddist","NumIndVisits","scaledayl","scalesrad","scaletmax","scaletmin","scalevp","scalendvi"
"1",2019-05-17,"5","Marb",NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2",2019-05-18,"5","Marb",6,32,0.1875,0.1875,0.396557769456266,2019,138,50112,0,499.2000122,0,25.5,10.5,480,0.106075,1.1875,6,-0.51072118727313,0.705702194475366,-1.83408894718154,-2.29718324808198,-1.98305266407624,-0.0664063857265222
"3",2019-05-19,"5","Marb",2,32,0.0625,0.0625,0.245934688418982,2019,139,50112,0,480,0,25,11,480,0.098809,1.0625,2,-0.51072118727313,0.302443698401101,-1.92505362158612,-2.19146314295816,-1.98305266407624,-0.236268257291265
"4",2019-05-20,"5","Marb",7,32,0.21875,0.25,0.508000508000762,2019,140,50112,0,460.7999878,0,23,10,440,0.110244,1.21875,8,-0.51072118727313,-0.100814797673164,-2.28891231920444,-2.4029033532058,-2.12858172784134,0.0310549606199421
"5",2019-05-21,"5","Marb",4,32,0.125,0.21875,0.659147788019965,2019,141,50112,0,438.3999939,0,22.5,10.5,480,0.118357,1.125,7,-0.51072118727313,-0.571282616031461,-2.37987699360903,-2.29718324808198,-1.98305266407624,0.22071768619175
"6",2019-05-22,"5","Marb",10,32,0.3125,0.3125,0.470929074859885,2019,142,50457.60156,0,300.7999878,0,18,10.5,480,0.028228,1.3125,10,-0.1756218919914,-3.46130012965032,-3.19855906325026,-2.29718324808198,-1.98305266407624,-1.88628487673953
"7",2019-05-23,"5","Marb",NA,NA,NA,NA,NA,2019,143,50457.60156,0,406.3999939,0,19.5,9,400,0.026557,NA,NA,-0.1756218919914,-1.24337968242689,-2.92566504003652,-2.61434356345343,-2.27411079160643,-1.92534889922572
"9",2019-05-24,"5","Marb",5,32,0.15625,0.15625,0.368902032628474,2019,144,50457.60156,0,464,0,22.5,10,440,0.104746,1.15625,5,-0.1756218919914,-0.0336048347966141,-2.37987699360903,-2.4029033532058,-2.12858172784134,-0.0974752581886116
"11",2019-05-25,"5","Marb",NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13",2019-05-26,"5","Marb",NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15",2019-05-27,"5","Marb",NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17",2019-05-28,"5","Marb",NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19",2019-05-29,"5","Marb",NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21",2019-05-30,"5","Marb",NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23",2019-05-31,"5","Marb",NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25",2019-06-01,"6","Marb",NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27",2019-06-02,"6","Marb",NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29",2019-06-03,"6","Marb",NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31",2019-06-04,"6","Marb",NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34",2019-06-05,"6","Marb",16,32,0.5,0.53125,0.567073699482846,2019,156,51148.80078,0,508.7999878,0,38.5,22.5,1040,0.108609,1.5,17,0.494572917086656,0.907330801919982,0.530992587337588,0.240099274889633,0.0543542286351576,-0.00716746712687228
"37",2019-06-06,"6","Marb",14,32,0.4375,0.53125,0.671271062023142,2019,157,51148.80078,0,435.2000122,0,37.5,25,1240,0.115012,1.4375,17,0.494572917086656,-0.638491938315495,0.349063238528425,0.76869980050872,0.781999547460655,0.142519508324414
"41",2019-06-07,"6","Marb",14,32,0.4375,0.4375,0.504016128774185,2019,158,51148.80078,0,521.5999756,0,36.5,20,880,0.105015,1.4375,14,0.494572917086656,1.17616937224115,0.167133889719261,-0.288501250729453,-0.527762026425241,-0.0911866752749157
"45",2019-06-08,"6","Marb",14,32,0.4375,0.5,0.622171016838255,2019,159,51148.80078,0,537.5999756,0,36,18.5,800,0.120782,1.4375,16,0.494572917086656,1.51221790543886,0.0761692153146796,-0.605661566100905,-0.81882015395544,0.277408442941612
"49",2019-06-09,"6","Marb",17,32,0.53125,0.625,0.65991201759609,2019,160,51494.39844,0,460.7999878,0,34.5,21,960,0.102703,1.53125,20,0.829668430882988,-0.100814797673164,-0.196724807899066,-0.0770610404818183,-0.236703898895041,-0.145235759648393
"53",2019-06-10,"6","Marb",15,32,0.46875,0.53125,0.621360370217975,2019,161,51494.39844,0,512,0,37.5,21,960,0.081198,1.46875,17,0.829668430882988,0.974540764796532,0.349063238528425,-0.0770610404818183,-0.236703898895041,-0.647971728269337
"57",2019-06-11,"6","Marb",17,32,0.53125,0.59375,0.614836721047456,2019,162,51494.39844,0,473.6000061,0,37.5,23,1080,0.106395,1.53125,19,0.829668430882988,0.168024413240518,0.349063238528425,0.345819380013451,0.199883292400257,-0.0589255435987052
"61",2019-06-12,"6","Marb",NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65",2019-06-13,"6","Marb",NA,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69",2019-06-14,"6","Marb",NA,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73",2019-06-15,"6","Marb",NA,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77",2019-06-16,"6","Marb",NA,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81",2019-06-17,"6","Marb",NA,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85",2019-06-18,"6","Marb",NA,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89",2019-06-19,"6","Marb",12,31,0.387096774193548,0.53125,0.879309663242118,2019,170,51494.39844,0,489.6000061,0,37.5,22,1000,0.109952,1.38709677419355,16.46875,0.829668430882988,0.504072946438233,0.349063238528425,0.134379169765816,-0.091174835129942,0.0242286921783092
"93",2019-06-20,"6","Marb",16,31,0.516129032258065,0.5625,0.618922059817739,2019,171,51494.39844,0,486.3999939,0,38.5,23,1080,0.106986,1.51612903225806,17.4375,0.829668430882988,0.436862983561685,0.530992587337588,0.345819380013451,0.199883292400257,-0.0451093632938936
"97",2019-06-21,"6","Marb",11,31,0.354838709677419,0.46875,0.76133901566529,2019,172,51494.39844,0,486.3999939,0,37,21.5,1000,0.105554,1.35483870967742,14.53125,0.829668430882988,0.436862983561685,0.258098564123843,0.0286590646419989,-0.091174835129942,-0.0785861318158742
"101",2019-06-22,"6","Marb",14,31,0.451612903225806,0.5,0.622171016838255,2019,173,51494.39844,0,457.6000061,0,34.5,20.5,920,0.112115,1.45161290322581,15.5,0.829668430882988,-0.168024119957198,-0.196724807899066,-0.182781145605636,-0.382232962660141,0.0747945094360217
"105",2019-06-23,"6","Marb",NA,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109",2019-06-24,"6","Marb",NA,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113",2019-06-25,"6","Marb",NA,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117",2019-06-26,"6","Marb",16,31,0.516129032258065,0.625,0.707106781186548,2019,177,51494.39844,0,492.7999878,0,35.5,19.5,880,0.11176,1.51612903225806,19.375,0.829668430882988,0.571282268722267,-0.0147954590899021,-0.39422135585327,-0.527762026425241,0.0664954502004747
"121",2019-06-27,"6","Marb",11,31,0.354838709677419,0.375,0.553580719410662,2019,178,51494.39844,0,473.6000061,0,35.5,20.5,920,0.10329,1.35483870967742,11.625,0.829668430882988,0.168024413240518,-0.0147954590899021,-0.182781145605636,-0.382232962660141,-0.131513089870178
"125",2019-06-28,"6","Marb",17,31,0.548387096774194,0.625,0.707106781186548,2019,179,51494.39844,0,508.7999878,0,37,20,880,0.108741,1.54838709677419,19.375,0.829668430882988,0.907330801919982,0.258098564123843,-0.288501250729453,-0.527762026425241,-0.00408161974914765
"129",2019-06-29,"6","Marb",14,31,0.451612903225806,0.53125,0.71771928199118,2019,180,51494.39844,0,476.7999878,0,37,21.5,1000,0.080393,1.45161290322581,16.46875,0.829668430882988,0.235233735524551,0.258098564123843,0.0286590646419989,-0.091174835129942,-0.666790721747126
"133",2019-06-30,"6","Marb",NA,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137",2019-07-01,"7","Marb",NA,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141",2019-07-02,"7","Marb",NA,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145",2019-07-03,"7","Marb",NA,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149",2019-07-04,"7","Marb",NA,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153",2019-07-05,"7","Marb",NA,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157",2019-07-06,"7","Marb",NA,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161",2019-07-07,"7","Marb",NA,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"165",2019-07-08,"7","Marb",NA,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"169",2019-07-09,"7","Marb",NA,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"173",2019-07-10,"7","Marb",NA,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"177",2019-07-11,"7","Marb",16,31,0.516129032258065,0.65625,0.745280852019624,2019,192,51148.80078,0,502.3999939,0,41,23.5,1120,0.100699,1.51612903225806,20.34375,0.494572917086656,0.7729115167594,0.985815959360497,0.451539485137268,0.345412356165357,-0.192084533473846
"181",2019-07-12,"7","Marb",19,31,0.612903225806452,0.71875,0.683179237804942,2019,193,50803.19922,0,441.6000061,0,41.5,27,1400,NA,1.61290322580645,22.28125,0.159473621804932,-0.504072653154913,1.07678063376508,1.19158022100399,1.36411580252105,NA
"185",2019-07-13,"7","Marb",21,31,0.67741935483871,0.8125,0.737804065256947,2019,194,50803.19922,0,460.7999878,0,42,26.5,1360,0.101607,1.67741935483871,25.1875,0.159473621804932,-0.100814797673164,1.16774530816966,1.08586011588017,1.21858673875595,-0.170857643936165
"189",2019-07-14,"7","Marb",NA,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"193",2019-07-15,"7","Marb",NA,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"197",2019-07-16,"7","Marb",NA,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"201",2019-07-17,"7","Marb",NA,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"205",2019-07-18,"7","Marb",12,31,0.387096774193548,0.4375,0.618922059817739,2019,199,50457.60156,0,496,0,39.5,22.5,1040,0.100402,1.38709677419355,13.5625,-0.1756218919914,0.638492231598816,0.712921936146752,0.240099274889633,0.0543542286351576,-0.199027690073726
"209",2019-07-19,"7","Marb",18,31,0.580645161290323,0.9375,1.0453429750488,2019,200,50457.60156,0,502.3999939,0,39.5,22,1000,0.114127,1.58064516129032,29.0625,-0.1756218919914,0.7729115167594,0.712921936146752,0.134379169765816,-0.091174835129942,0.12183030431467
"213",2019-07-20,"7","Marb",14,31,0.451612903225806,0.5625,0.759350316537635,2019,201,50457.60156,0,502.3999939,0,39.5,22,1000,0.100427,1.45161290322581,17.4375,-0.1756218919914,0.7729115167594,0.712921936146752,0.134379169765816,-0.091174835129942,-0.19844324928249
"217",2019-07-21,"7","Marb",14,31,0.451612903225806,0.5,0.622171016838255,2019,202,50457.60156,0,515.2000122,0,40.5,22,1000,0.106903,1.45161290322581,15.5,-0.1756218919914,1.04175072767308,0.894851284955915,0.134379169765816,-0.091174835129942,-0.0470497067207961
"221",2019-07-22,"7","Marb",19,31,0.612903225806452,0.78125,0.792479774851313,2019,203,50112,0,425.6000061,0,40,26,1320,0.05947,1.61290322580645,24.21875,-0.51072118727313,-0.840121186352628,0.803886610551333,0.980140010756354,1.07305767499085,-1.1559209087481
"225",2019-07-23,"7","Marb",12,31,0.387096774193548,0.5625,0.840026881290309,2019,204,50112,0,368,0,39.5,28,1480,0.00414,1.38709677419355,17.4375,-0.51072118727313,-2.04989603398291,0.712921936146752,1.40302043125162,1.65517393005125,-2.44940526791094
"229",2019-07-24,"7","Marb",21,31,0.67741935483871,0.8125,0.737804065256947,2019,205,50112,0,384,0,38.5,26.5,1360,0.076006,1.67741935483871,25.1875,-0.51072118727313,-1.71384750078519,0.530992587337588,1.08586011588017,1.21858673875595,-0.769348391793166
"233",2019-07-25,"7","Marb",NA,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"237",2019-07-26,"7","Marb",NA,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"241",2019-07-27,"7","Marb",NA,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"245",2019-07-28,"7","Marb",NA,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"249",2019-07-29,"7","Marb",NA,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"253",2019-07-30,"7","Marb",NA,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"257",2019-07-31,"7","Marb",NA,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"261",2019-08-01,"8","Marb",11,31,0.354838709677419,0.5625,1.0453429750488,2019,213,49420.80078,0,451.2000122,0,39.5,25,1240,0.103137,1.35483870967742,17.4375,-1.18091599635119,-0.30244340511778,0.712921936146752,0.76869980050872,0.781999547460655,-0.135089867512541
"265",2019-08-02,"8","Marb",25,31,0.806451612903226,0.9375,0.669014682321166,2019,214,49420.80078,0,448,0,40.5,26,1320,0.109912,1.80645161290323,29.0625,-1.18091599635119,-0.369653367994329,0.894851284955915,0.980140010756354,1.07305767499085,0.0232935869123321
"269",2019-08-03,"8","Marb",19,31,0.612903225806452,0.78125,0.832190075992645,2019,215,49075.19922,0,457.6000061,0,41,26,1320,0.100546,1.61290322580645,24.21875,-1.51601529163292,-0.168024119957198,0.985815959360497,0.980140010756354,1.07305767499085,-0.195661311116209
"273",2019-08-04,"8","Marb",NA,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"277",2019-08-05,"8","Marb",NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"281",2019-08-06,"8","Marb",NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"285",2019-08-07,"8","Marb",16,30,0.533333333333333,0.71875,1.02341537620756,2019,219,48729.60156,0,422.3999939,0,38.5,25.5,1280,0.088859,1.53333333333333,21.5625,-1.85111080542925,-0.907331149229177,0.530992587337588,0.874419905632537,0.927528611225755,-0.468875692203071
"289",2019-08-08,"8","Marb",16,30,0.533333333333333,0.625,0.751342883796911,2019,220,48729.60156,0,460.7999878,0,38.5,24,1160,0.103131,1.53333333333333,18.75,-1.85111080542925,-0.100814797673164,0.530992587337588,0.557259590261085,0.490941419930456,-0.135230133302438
"292",2019-08-09,"8","Marb",17,30,0.566666666666667,0.5625,0.564400909900732,2019,221,48729.60156,0,470.3999939,0,38.5,23.5,1120,0.110494,1.56666666666667,16.875,-1.85111080542925,0.100814450363969,0.530992587337588,0.451539485137268,0.345412356165357,0.036899368532299
"295",2019-08-10,"8","Marb",NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32",2019-06-04,"6","BrsS",NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35",2019-06-05,"6","BrsS",8,24,0.333333333333333,0.333333333333333,0.481543412343077,2019,156,51148.80078,0,496,0,39,23.5,1120,0.102639,1.33333333333333,8,0.494572917086656,0.638492231598816,0.62195726174217,0.451539485137268,0.345412356165357,-0.146731928073956
"38",2019-06-06,"6","BrsS",12,24,0.5,0.5,0.510753918455249,2019,157,51148.80078,0,432,0,38.5,26,1320,0.110935,1.5,12,0.494572917086656,-0.705701901192045,0.530992587337588,0.980140010756354,1.07305767499085,0.0472089040896969
"42",2019-06-07,"6","BrsS",8,24,0.333333333333333,0.416666666666667,0.653862548158294,2019,158,51148.80078,0,528,0,37,20,880,0.100356,1.33333333333333,10,0.494572917086656,1.31058929799425,0.258098564123843,-0.288501250729453,-0.527762026425241,-0.2001030611296
"46",2019-06-08,"6","BrsS",7,24,0.291666666666667,0.333333333333333,0.56465970257328,2019,159,51148.80078,0,540.7999878,0,37,19,840,0.117745,1.29166666666667,8,0.494572917086656,1.57942786831541,0.258098564123843,-0.499941460977087,-0.67329109019034,0.2064105756223
"50",2019-06-09,"6","BrsS",14,24,0.583333333333333,0.791666666666667,0.832970935693524,2019,160,51494.39844,0,457.6000061,0,35,21.5,1000,0.098635,1.58333333333333,19,0.829668430882988,-0.168024119957198,-0.105760133494484,0.0286590646419989,-0.091174835129942,-0.240335965198265
"54",2019-06-10,"6","BrsS",14,24,0.583333333333333,0.708333333333333,0.69025305168635,2019,161,51494.39844,0,508.7999878,0,38,21.5,1000,0.072474,1.58333333333333,17,0.829668430882988,0.907330801919982,0.440027912933006,0.0286590646419989,-0.091174835129942,-0.851918186778945
"58",2019-06-11,"6","BrsS",14,24,0.583333333333333,0.666666666666667,0.701964118163034,2019,162,51494.39844,0,460.7999878,0,38,24,1160,0.101705,1.58333333333333,16,0.829668430882988,-0.100814797673164,0.440027912933006,0.557259590261085,0.490941419930456,-0.168566636034522
"62",2019-06-12,"6","BrsS",8,24,0.333333333333333,0.375,0.575779245136914,2019,163,51494.39844,0,460.7999878,0,41,26.5,1360,0.105381,1.33333333333333,9,0.829668430882988,-0.100814797673164,0.985815959360497,1.08586011588017,1.21858673875595,-0.082630462091225
"66",2019-06-13,"6","BrsS",11,24,0.458333333333333,0.75,1.11316235778192,2019,164,51494.39844,0,492.7999878,0,41,25,1240,0.108016,1.45833333333333,18,0.829668430882988,0.571282268722267,0.985815959360497,0.76869980050872,0.781999547460655,-0.0210304026949829
"70",2019-06-14,"6","BrsS",7,24,0.291666666666667,0.333333333333333,0.56465970257328,2019,165,51494.39844,0,496,0,40,24,1160,0.097774,1.29166666666667,8,0.829668430882988,0.638492231598816,0.803886610551333,0.557259590261085,0.490941419930456,-0.260464106048422
"74",2019-06-15,"6","BrsS",15,24,0.625,0.75,0.675663924692176,2019,166,51494.39844,0,435.2000122,0,39,26,1320,0.10943,1.625,18,0.829668430882988,-0.638491938315495,0.62195726174217,0.980140010756354,1.07305767499085,0.012025568457308
"78",2019-06-16,"6","BrsS",NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82",2019-06-17,"6","BrsS",NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86",2019-06-18,"6","BrsS",NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90",2019-06-19,"6","BrsS",11,24,0.458333333333333,0.5,0.589767824619589,2019,170,51494.39844,0,489.6000061,0,38,22.5,1040,0.103693,1.45833333333333,12,0.829668430882988,0.504072946438233,0.440027912933006,0.240099274889633,0.0543542286351576,-0.122091904315459
"94",2019-06-20,"6","BrsS",9,24,0.375,0.5,0.884651736929383,2019,171,51494.39844,0,492.7999878,0,39.5,23.5,1120,0.103596,1.375,12,0.829668430882988,0.571282268722267,0.712921936146752,0.451539485137268,0.345412356165357,-0.124359534585454
"98",2019-06-21,"6","BrsS",8,24,0.333333333333333,0.333333333333333,0.481543412343077,2019,172,51494.39844,0,483.2000122,0,37.5,22,1000,0.100227,1.33333333333333,8,0.829668430882988,0.369653661277651,0.349063238528425,0.134379169765816,-0.091174835129942,-0.203118775612376
"102",2019-06-22,"6","BrsS",6,24,0.25,0.291666666666667,0.550032937090187,2019,173,51494.39844,0,457.6000061,0,35,21,960,0.108635,1.25,7,0.829668430882988,-0.168024119957198,-0.105760133494484,-0.0770610404818183,-0.236703898895041,-0.0065596487039872
"106",2019-06-23,"6","BrsS",12,24,0.5,0.583333333333333,0.717281502356772,2019,174,51494.39844,0,528,0,36,18,800,0.098971,1.5,14,0.829668430882988,1.31058929799425,0.0761692153146796,-0.711381671224722,-0.81882015395544,-0.232481080964057
"110",2019-06-24,"6","BrsS",8,24,0.333333333333333,0.458333333333333,0.779027636204913,2019,175,51494.39844,0,489.6000061,0,37.5,21.5,1000,0.112403,1.33333333333333,11,0.829668430882988,0.504072946438233,0.349063238528425,0.0286590646419989,-0.091174835129942,0.0815272673510569
"114",2019-06-25,"6","BrsS",12,24,0.5,0.5,0.510753918455249,2019,176,51494.39844,0,508.7999878,0,37.5,20.5,920,0.031638,1.5,12,0.829668430882988,0.907330801919982,0.349063238528425,-0.182781145605636,-0.382232962660141,-1.80656715281498
"118",2019-06-26,"6","BrsS",6,24,0.25,0.25,0.442325868464691,2019,177,51494.39844,0,508.7999878,0,36.5,19.5,880,0.106502,1.25,6,0.829668430882988,0.907330801919982,0.167133889719261,-0.39422135585327,-0.527762026425241,-0.0564241370122166
"122",2019-06-27,"6","BrsS",10,24,0.416666666666667,0.541666666666667,0.779027636204913,2019,178,51494.39844,0,473.6000061,0,36,21,960,0.10004,1.41666666666667,13,0.829668430882988,0.168024413240518,0.0761692153146796,-0.0770610404818183,-0.236703898895041,-0.207490392730819
"126",2019-06-28,"6","BrsS",8,24,0.333333333333333,0.333333333333333,0.481543412343077,2019,179,51494.39844,0,505.6000061,0,37.5,20.5,920,0.102081,1.33333333333333,8,0.829668430882988,0.840121479635948,0.349063238528425,-0.182781145605636,-0.382232962660141,-0.159776646534337
"130",2019-06-29,"6","BrsS",8,24,0.333333333333333,0.333333333333333,0.481543412343077,2019,180,51494.39844,0,476.7999878,0,37.5,22,1000,0.078125,1.33333333333333,8,0.829668430882988,0.235233735524551,0.349063238528425,0.134379169765816,-0.091174835129942,-0.719811190328029
"134",2019-06-30,"6","BrsS",10,24,0.416666666666667,0.541666666666667,0.779027636204913,2019,181,51494.39844,0,492.7999878,0,39,22.5,1040,0.100419,1.41666666666667,13,0.829668430882988,0.571282268722267,0.62195726174217,0.240099274889633,0.0543542286351576,-0.198630270335686
"138",2019-07-01,"7","BrsS",8,24,0.333333333333333,0.416666666666667,0.653862548158294,2019,182,51494.39844,0,473.6000061,0,39.5,24,1160,0.11086,1.33333333333333,10,0.829668430882988,0.168024413240518,0.712921936146752,0.557259590261085,0.490941419930456,0.0454555817159897
"142",2019-07-02,"7","BrsS",12,24,0.5,0.708333333333333,0.858672720295521,2019,183,51494.39844,0,480,0,39.5,23.5,1120,0.09688,1.5,17,0.829668430882988,0.302443698401101,0.712921936146752,0.451539485137268,0.345412356165357,-0.281363708743011
"146",2019-07-03,"7","BrsS",10,24,0.416666666666667,0.458333333333333,0.588229965875272,2019,184,51494.39844,0,464,0,38,23,1080,0.084627,1.41666666666667,11,0.829668430882988,-0.0336048347966141,0.440027912933006,0.345819380013451,0.199883292400257,-0.567809829343449
"150",2019-07-04,"7","BrsS",7,24,0.291666666666667,0.291666666666667,0.464305621487537,2019,185,51148.80078,0,476.7999878,0,38,22.5,1040,0.097543,1.29166666666667,7,0.494572917086656,0.235233735524551,0.440027912933006,0.240099274889633,0.0543542286351576,-0.26586433895944
"154",2019-07-05,"7","BrsS",8,24,0.333333333333333,0.458333333333333,0.779027636204913,2019,186,51148.80078,0,467.2000122,0,37.5,22.5,1040,0.103735,1.33333333333333,11,0.494572917086656,0.0336051280799355,0.349063238528425,0.240099274889633,0.0543542286351576,-0.121110043786183
"158",2019-07-06,"7","BrsS",9,24,0.375,0.5,0.722315118514615,2019,187,51148.80078,0,492.7999878,0,38.5,22,1000,0.102384,1.375,12,0.494572917086656,0.571282268722267,0.530992587337588,0.134379169765816,-0.091174835129942,-0.15269322414456
"162",2019-07-07,"7","BrsS",8,24,0.333333333333333,0.375,0.575779245136914,2019,188,51148.80078,0,473.6000061,0,38,22.5,1040,0.051017,1.33333333333333,9,0.494572917086656,0.168024413240518,0.440027912933006,0.240099274889633,0.0543542286351576,-1.35353202908072
